"resourceGroupName","nsgName","ruleName","priority","access","direction","protocol","sourceAddress","sourcePort","sourceASG","destinationAddress","destinationPort","destinationASG"
"D-NW-RG","D-IFT1-NSG","Allow_DRMMobile_from_Internet","200","Allow","Inbound","TCP","Internet","*","-","10.26.0.71","62002","-"
"D-NW-RG","D-IFT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-IFT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-IFT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-IFT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-IFT2-NSG","DenyInternetOutbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-IFT2-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-IFT2-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"D-NW-RG","D-IFT2-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-IFT2-NSG","Allow_RDP_from_Office","110","Allow","Inbound","TCP","58.120.240.180","*","-","*","3389","-"
"D-NW-RG","D-IFT2-NSG","Allow_RDP_from_Office","110","Allow","Inbound","TCP","58.120.240.250","*","-","*","3389","-"
"D-NW-RG","D-IFT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","80","-"
"D-NW-RG","D-IFT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","7070-7072","-"
"D-NW-RG","D-IFT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","9900","-"
"D-NW-RG","D-IFT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","80","-"
"D-NW-RG","D-IFT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","7070-7072","-"
"D-NW-RG","D-IFT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","9900","-"
"D-NW-RG","D-IFT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","VirtualNetwork","*","-","*","8081-8082","-"
"D-NW-RG","D-IFT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","VirtualNetwork","*","-","*","9900","-"
"D-NW-RG","D-IFT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","VirtualNetwork","*","-","*","10000","-"
"D-NW-RG","D-IFT2-NSG","Allow_HTTP_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.180","*","-","*","80","-"
"D-NW-RG","D-IFT2-NSG","Allow_HTTP_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.250","*","-","*","80","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.180","*","-","*","8080","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.180","*","-","*","8101","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.180","*","-","*","8200","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.180","*","-","*","9100","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.250","*","-","*","8080","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.250","*","-","*","8101","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.250","*","-","*","8200","-"
"D-NW-RG","D-IFT2-NSG","Allow_UMS_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.250","*","-","*","9100","-"
"D-NW-RG","D-IFT2-NSG","Allow_Sparrow_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","10100","-"
"D-NW-RG","D-IFT2-NSG","Allow_Sparrow_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","10200","-"
"D-NW-RG","D-IFT2-NSG","Allow_Sparrow_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","18080","-"
"D-NW-RG","D-IFT2-NSG","Allow_Sparrow_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","10100","-"
"D-NW-RG","D-IFT2-NSG","Allow_Sparrow_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","10200","-"
"D-NW-RG","D-IFT2-NSG","Allow_Sparrow_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","18080","-"
"D-NW-RG","D-IFT2-NSG","Allow_EDMS_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.180","*","-","*","2102","-"
"D-NW-RG","D-IFT2-NSG","Allow_EDMS_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.250","*","-","*","2102","-"
"D-NW-RG","D-IFT2-NSG","Allow_scmap_InternetOutbound_Temp","290","Allow","Outbound","TCP","10.26.0.144","*","-","Internet","*","-"
"D-NW-RG","D-IFT2-NSG","Allow_DNSQuery_Outbound","3000","Allow","Outbound","UDP","VirtualNetwork","*","-","*","53","-"
"D-NW-RG","D-IFT2-NSG","Allow_AzureLoadBalancer_Outbound","320","Allow","Outbound","*","*","*","-","AzureLoadBalancer","*","-"
"D-NW-RG","D-IFT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-IFT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-IFT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-IFT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-IFT3-NSG","DenyInternetOutbound","300","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-IFT3-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-IFT3-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"D-NW-RG","D-IFT3-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-IFT3-NSG","Allow_Tibero_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","8629-8630","-"
"D-NW-RG","D-IFT3-NSG","Allow_Tibero_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","8629-8630","-"
"D-NW-RG","D-IFT3-NSG","Allow_RDP_from_Office","110","Allow","Inbound","*","58.120.240.180","*","-","*","3389","-"
"D-NW-RG","D-IFT3-NSG","Allow_RDP_from_Office","110","Allow","Inbound","*","58.120.240.250","*","-","*","3389","-"
"P-IF-RG","P-Test-NSG","Allow_Admin","100","Allow","Inbound","*","52.231.71.124","*","-","*","*","-"
"P-IF-RG","P-Test-NSG","Allow_Admin","100","Allow","Inbound","*","10.0.62.0/24","*","-","*","*","-"
"P-IF-RG","P-Test-NSG","Deny_temp","300","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.59","*","-","*","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.60","*","-","*","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.61","*","-","*","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_AzureCloudKoreaCentral_Outbound","300","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_AzureCloudKoreaSouth_Outbound","310","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaSouth","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_AzureMonitor_Outbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_StorageKoreaCentral_Outbound","210","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_StorageKoreaSouth_Outbound","220","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaSouth","*","-"
"P-NW-RG","P-BDT1-NSG","Deny_Internet_Outbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_AzureLoadBalancer_Outbound","320","Allow","Outbound","*","*","*","-","AzureLoadBalancer","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT1-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT1-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT1-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT1-NSG","Deny_All_Inbound","4000","Deny","Inbound","*","*","*","-","*","*","-"
"P-NW-RG","P-BDT1-NSG","Allow_AzureLoadBalancer_Inbound","3990","Allow","Inbound","*","AzureLoadBalancer","*","-","*","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.59","*","-","*","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.60","*","-","*","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.61","*","-","*","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_AzureCloudKoreaCentral_Outbound","300","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_AzureCloudKoreaSouth_Outbound","310","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaSouth","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_AzureMonitor_Outbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_StorageKoreaCentral_Outbound","210","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_StorageKoreaSouth_Outbound","220","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaSouth","*","-"
"P-NW-RG","P-BDT2-NSG","Deny_Internet_Outbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_AzureLoadBalancer_Outbound","320","Allow","Outbound","*","*","*","-","AzureLoadBalancer","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT2-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT2-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT2-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT2-NSG","Deny_All_Inbound","4000","Deny","Inbound","*","*","*","-","*","*","-"
"P-NW-RG","P-BDT2-NSG","Allow_AzureLoadBalancer_Inbound","3990","Allow","Inbound","*","AzureLoadBalancer","*","-","*","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.59","*","-","*","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.60","*","-","*","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.61","*","-","*","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_AzureCloudKoreaCentral_Outbound","300","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_AzureCloudKoreaSouth_Outbound","310","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaSouth","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_AzureMonitor_Outbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_StorageKoreaCentral_Outbound","210","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_StorageKoreaSouth_Outbound","220","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaSouth","*","-"
"P-NW-RG","P-BDT3-NSG","Deny_Internet_Outbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_AzureLoadBalancer_Outbound","320","Allow","Outbound","*","*","*","-","AzureLoadBalancer","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT3-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT3-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT3-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT3-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","22","-"
"P-NW-RG","P-BDT3-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","2022","-"
"P-NW-RG","P-BDT3-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT3-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT3-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","3389","-"
"P-NW-RG","P-BDT3-NSG","Deny_All_Inbound","4000","Deny","Inbound","*","*","*","-","*","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_AzureLoadBalancer_Inbound","3990","Allow","Inbound","*","AzureLoadBalancer","*","-","*","*","-"
"P-NW-RG","P-BDT3-NSG","Allow_Netbackup","2020","Allow","Inbound","TCP","VirtualNetwork","*","-","*","1556","-"
"P-NW-RG","P-BDT3-NSG","Allow_Netbackup","2020","Allow","Inbound","TCP","VirtualNetwork","*","-","*","13724","-"
"P-NW-RG","P-BDT3-NSG","Allow_Netbackup","2020","Allow","Inbound","TCP","VirtualNetwork","*","-","*","13782","-"
"P-NW-RG","P-CHT1-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.59","*","-","*","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.60","*","-","*","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.61","*","-","*","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_AzureCloudKoreaCentral_Outbound","300","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_AzureCloudKoreaSouth_Outbound","310","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaSouth","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_AzureMonitor_Outbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_StorageKoreaCentral_Outbound","210","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_StorageKoreaSouth_Outbound","220","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaSouth","*","-"
"P-NW-RG","P-CHT1-NSG","Deny_Internet_Outbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_AzureLoadBalancer_Outbound","320","Allow","Outbound","*","*","*","-","AzureLoadBalancer","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","22","-"
"P-NW-RG","P-CHT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","2022","-"
"P-NW-RG","P-CHT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","22","-"
"P-NW-RG","P-CHT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","2022","-"
"P-NW-RG","P-CHT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","22","-"
"P-NW-RG","P-CHT1-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.251.0/24","*","-","*","2022","-"
"P-NW-RG","P-CHT1-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","3389","-"
"P-NW-RG","P-CHT1-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","3389","-"
"P-NW-RG","P-CHT1-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","3389","-"
"P-NW-RG","P-CHT1-NSG","Deny_All_Inbound","4000","Deny","Inbound","*","*","*","-","*","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_AzureLoadBalancer_Inbound","3990","Allow","Inbound","*","AzureLoadBalancer","*","-","*","*","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-chweb_Ferrum","1000","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","8411-8413","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-chweb_Ferrum","1000","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","8411-8413","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-chweb_Ferrum","1000","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","8411-8413","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-partnerweb_Ferrum","1010","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","5556","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-partnerweb_Ferrum","1010","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","8411","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-partnerweb_Ferrum","1010","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","5556","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-partnerweb_Ferrum","1010","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","8411","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-partnerweb_Ferrum","1010","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","5556","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-partnerweb_Ferrum","1010","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","8411","-"
"P-NW-RG","P-CHT1-NSG","Allow_WebToB","1020","Allow","Inbound","TCP","VirtualNetwork","*","-","*","8801","-"
"P-NW-RG","P-CHT1-NSG","Allow_OpenAPI_P-Partnerweb","1110","Allow","Inbound","TCP","VirtualNetwork","*","-","*","5556","-"
"P-NW-RG","P-CHT1-NSG","Allow_OpenAPI_P-Partnerweb","1110","Allow","Inbound","TCP","VirtualNetwork","*","-","*","8801","-"
"P-NW-RG","P-CHT1-NSG","Allow_Jenkins_P-chweb","1120","Allow","Inbound","*","10.26.0.144","*","-","10.0.41.11","2022","-"
"P-NW-RG","P-CHT1-NSG","Allow_Jenkins_P-chweb","1120","Allow","Inbound","*","10.26.0.144","*","-","10.0.41.12","2022","-"
"P-NW-RG","P-CHT1-NSG","Allow_Jenkins_P-chweb","1120","Allow","Inbound","*","10.26.0.144","*","-","10.0.41.61","2022","-"
"P-NW-RG","P-CHT1-NSG","Allow_Jenkins_P-chweb","1120","Allow","Inbound","*","10.26.0.144","*","-","10.0.41.62","2022","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-chweb","1130","Allow","Inbound","TCP","VirtualNetwork","*","-","*","80","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-chweb","1130","Allow","Inbound","TCP","VirtualNetwork","*","-","*","443","-"
"P-NW-RG","P-CHT1-NSG","Allow_WEB_Manage_Ferrum","1190","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","80","-"
"P-NW-RG","P-CHT1-NSG","Allow_WEB_Manage_Ferrum","1190","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","443","-"
"P-NW-RG","P-CHT1-NSG","Allow_WEB_Manage_Ferrum","1190","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","80","-"
"P-NW-RG","P-CHT1-NSG","Allow_WEB_Manage_Ferrum","1190","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","443","-"
"P-NW-RG","P-CHT1-NSG","Allow_WEB_Manage_Ferrum","1190","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","80","-"
"P-NW-RG","P-CHT1-NSG","Allow_WEB_Manage_Ferrum","1190","Allow","Inbound","TCP","10.80.251.0/24","*","-","*","443","-"
"P-NW-RG","P-CHT1-NSG","Allow_P-chweb_Jetty","1200","Allow","Inbound","TCP","VirtualNetwork","*","-","*","5621","-"
"P-NW-RG","P-CHT2-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.59","*","-","*","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.60","*","-","*","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_All_from_Admin","100","Allow","Inbound","*","10.80.250.61","*","-","*","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_AzureCloudKoreaCentral_Outbound","300","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_AzureCloudKoreaSouth_Outbound","310","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaSouth","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_AzureMonitor_Outbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_StorageKoreaCentral_Outbound","210","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_StorageKoreaSouth_Outbound","220","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaSouth","*","-"
"P-NW-RG","P-CHT2-NSG","Deny_Internet_Outbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_AzureLoadBalancer_Outbound","320","Allow","Outbound","*","*","*","-","AzureLoadBalancer","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","22","-"
"P-NW-RG","P-CHT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.250.0/24","*","-","*","2022","-"
"P-NW-RG","P-CHT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","22","-"
"P-NW-RG","P-CHT2-NSG","Allow_SSH_from_Ferrum","200","Allow","Inbound","*","10.80.1.0/24","*","-","*","2022","-"
"P-NW-RG","P-CHT2-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.250.0/24","*","-","*","3389","-"
"P-NW-RG","P-CHT2-NSG","Allow_RDP_from_Ferrum","210","Allow","Inbound","TCP","10.80.1.0/24","*","-","*","3389","-"
"P-NW-RG","P-CHT2-NSG","Deny_All_Inbound","4000","Deny","Inbound","*","*","*","-","*","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_AzureLoadBalancer_Inbound","3990","Allow","Inbound","*","AzureLoadBalancer","*","-","*","*","-"
"P-NW-RG","P-CHT2-NSG","Allow_P-chap","1700","Allow","Inbound","TCP","VirtualNetwork","*","-","*","8801","-"
"P-NW-RG","P-CHT2-NSG","Allow_P-chap_Internal","1710","Allow","Inbound","TCP","VirtualNetwork","*","-","*","7730","-"
"P-NW-RG","P-CHT2-NSG","Allow_P-chap_Internal","1710","Allow","Inbound","TCP","VirtualNetwork","*","-","*","8701","-"
"P-NW-RG","P-CHT2-NSG","Allow_P-chap_Internal","1710","Allow","Inbound","TCP","VirtualNetwork","*","-","*","30001","-"
"P-NW-RG","P-CHT2-NSG","Allow_P-chap_Internal","1710","Allow","Inbound","TCP","VirtualNetwork","*","-","*","30011","-"
"P-NW-RG","P-CHT2-NSG","Allow_P-chap_Internal","1710","Allow","Inbound","TCP","VirtualNetwork","*","-","*","30021","-"
